Nome,Finalidade,Tipo de Imóvel,Estado,Preço de venda,Distrito,Concelho,Freguesia,Referência
Apartamento 3 quartos,Venda,Apartamento,Usado,75.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260190147
Apartamento 2 quartos,Venda,Apartamento,Construção,302.500 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260190141
Apartamento 2 quartos,Venda,Apartamento,Construção,282.500 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260190140
Moradia em Banda 3 quartos,Venda,Moradia em Banda,Novo,Sob Consulta,Braga,Braga,Gualtar,285190117
Moradia em Banda 3 quartos,Venda,Moradia em Banda,Novo,369.500 €,Braga,Braga,Gualtar,285190116
Moradia em Banda 3 quartos,Venda,Moradia em Banda,Novo,Sob Consulta,Braga,Braga,Gualtar,285190115
Moradia em Banda 3 quartos,Venda,Moradia em Banda,Novo,369.500 €,Braga,Braga,Gualtar,285190114
Moradia em Banda 3 quartos,Venda,Moradia em Banda,Novo,Sob Consulta,Braga,Braga,Gualtar,285190113
Lote,Venda,Lote,N/D,235.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",285190112
Lote,Venda,Lote,N/D,190.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",285190111
Lote,Venda,Lote,N/D,140.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",285190110
Lote,Venda,Lote,N/D,150.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",285190109
Lote,Venda,Lote,N/D,130.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",285190108
Lote,Venda,Lote,N/D,135.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",285190107
Lote,Venda,Lote,N/D,73.000 €,Braga,Braga,"Merelim (São Paio), Panoias e Parada de Tibães",260190137
Apartamento 3 quartos,Venda,Apartamento,Novo,208.000 €,Braga,Braga,Gualtar,285190105
Apartamento 2 quartos,Venda,Apartamento,Novo,157.000 €,Braga,Braga,Gualtar,285190104
Apartamento 1 quarto,Venda,Apartamento,Novo,113.000 €,Braga,Braga,Gualtar,285190103
Apartamento 3 quartos,Venda,Apartamento,Novo,188.000 €,Braga,Braga,Gualtar,285190102
Apartamento 3 quartos,Venda,Apartamento,Novo,205.000 €,Braga,Braga,Gualtar,285190101
Apartamento 3 quartos,Venda,Apartamento,Novo,202.000 €,Braga,Braga,Gualtar,285190100
Apartamento 3 quartos,Venda,Apartamento,Novo,192.000 €,Braga,Braga,Gualtar,285190099
Apartamento 1 quarto,Venda,Apartamento,Novo,113.000 €,Braga,Braga,Gualtar,285190098
Apartamento 1 quarto,Venda,Apartamento,Novo,113.000 €,Braga,Braga,Gualtar,285190097
Apartamento 1 quarto,Venda,Apartamento,Novo,108.000 €,Braga,Braga,Gualtar,285190096
Apartamento 1 quarto,Venda,Apartamento,Novo,108.000 €,Braga,Braga,Gualtar,285190095
Apartamento 2 quartos,Venda,Apartamento,Novo,157.000 €,Braga,Braga,Gualtar,285190094
Apartamento 2 quartos,Venda,Apartamento,Novo,152.000 €,Braga,Braga,Gualtar,285190093
Apartamento 2 quartos,Venda,Apartamento,Novo,152.000 €,Braga,Braga,Gualtar,285190092
Apartamento 2 quartos,Venda,Apartamento,Novo,145.000 €,Braga,Braga,Gualtar,285190091
Lote,Venda,Lote,N/D,55.000 €,Braga,Braga,Mire de Tibães,260190136
Moradia Geminada 4 quartos,Venda,Moradia Geminada,Construção,369.900 €,Braga,Braga,Palmeira,260190135
Moradia Geminada 4 quartos,Venda,Moradia Geminada,Construção,369.900 €,Braga,Braga,Palmeira,260190134
Apartamento 3 quartos,Venda,Apartamento,Usado,142.500 €,Braga,Braga,Ferreiros e Gondizalves,260190129
Armazém,Venda,Armazém,Usado,128.000 €,Braga,Braga,Lomar e Arcos,314190176
Loja,Venda,Loja,Usado,57.000 €,Braga,Braga,Braga (São Vítor),285190086
Moradia Isolada 4 quartos,Venda,Moradia Isolada,Usado,225.000 €,Braga,Braga,Palmeira,260190126
Apartamento 3 quartos,Venda,Apartamento,Usado,119.900 €,Braga,Braga,Ferreiros e Gondizalves,260190125
Moradia em Banda 3 quartos,Venda,Moradia em Banda,Construção,240.000 €,Braga,Braga,"Real, Dume e Semelhe",314190164
Moradia em Banda 3 quartos,Venda,Moradia em Banda,Construção,240.000 €,Braga,Braga,"Real, Dume e Semelhe",314190163
Moradia em Banda 3 quartos,Venda,Moradia em Banda,Construção,240.000 €,Braga,Braga,"Real, Dume e Semelhe",314190162
Moradia em Banda 4 quartos,Venda,Moradia em Banda,Construção,240.000 €,Braga,Braga,"Real, Dume e Semelhe",314190161
Apartamento 3 quartos,Venda,Apartamento,Usado,117.500 €,Braga,Braga,Braga (São Vítor),285190083
Moradia Geminada 4 quartos,Venda,Moradia Geminada,Usado,289.000 €,Braga,Braga,Palmeira,260190123
Duplex 3 quartos,Venda,Duplex,Renovado,245.000 €,Braga,Braga,Braga (São Vítor),285190081
Lote,Venda,Lote,N/D,57.000 €,Braga,Braga,Adaúfe,285190080
Apartamento 2 quartos,Venda,Apartamento,Novo,125.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260190122
Lote,Venda,Lote,N/D,140.000 €,Braga,Braga,Gualtar,285190075
Apartamento 2 quartos,Venda,Apartamento,Usado,116.000 €,Braga,Braga,Braga (São Vicente),314190157
Apartamento 3 quartos,Venda,Apartamento,Usado,127.500 €,Braga,Braga,Braga (São Vítor),285190072
Loja,Venda,Loja,Construção,71.000 €,Braga,Braga,Merelim (São Pedro) e Frossos,260190116
Andar Moradia 6 quartos,Venda,Andar Moradia,Usado,185.000 €,Braga,Braga,Este (São Pedro e São Mamede),285190070
Apartamento 3 quartos,Venda,Apartamento,Usado,102.000 €,Braga,Braga,Ferreiros e Gondizalves,260190112
Apartamento 3 quartos,Venda,Apartamento,Usado,89.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",314190151
Apartamento 3 quartos,Venda,Apartamento,Usado,119.000 €,Braga,Braga,Ferreiros e Gondizalves,260190109
Loja,Venda,Loja,Usado,80.000 €,Braga,Braga,Braga (São Vítor),285190069
Apartamento 2 quartos,Venda,Apartamento,Usado,125.000 €,Braga,Braga,Braga (São José de São Lázaro e São João do Souto),314190132
Apartamento 3 quartos,Venda,Apartamento,Usado,119.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260190099
Loja,Venda,Loja,Usado,81.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260190097
Moradia 4 quartos,Venda,Moradia,Construção,166.000 €,Braga,Braga,Gualtar,285190064
Moradia em Banda 4 quartos,Venda,Moradia em Banda,Usado,150.000 €,Braga,Braga,Palmeira,260190096
Apartamento 2 quartos,Venda,Apartamento,Usado,78.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260190094
Apartamento 3 quartos,Venda,Apartamento,Novo,180.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260190092
Moradia Isolada 3 quartos,Venda,Moradia Isolada,Novo,106.000 €,Braga,Braga,Espinho,285190062
Moradia Geminada 4 quartos,"Venda, Arrendamento",Moradia Geminada,Usado,495.000 €,Braga,Braga,Braga (São Vítor),285190059
Loja,Venda,Loja,Usado,95.000 €,Braga,Braga,Braga (São Vítor),285190058
Loja,Venda,Loja,Usado,49.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260190082
Apartamento Estúdio,Venda,Apartamento,Planta,115.000 €,Braga,Braga,Braga (São Vicente),314190109
Apartamento 1 quarto,Venda,Apartamento,Planta,170.000 €,Braga,Braga,Braga (São Vicente),314190108
Apartamento Estúdio,Venda,Apartamento,Planta,110.000 €,Braga,Braga,Braga (São Vicente),314190107
Apartamento 1 quarto,Venda,Apartamento,Planta,165.000 €,Braga,Braga,Braga (São Vicente),314190106
Apartamento Estúdio,Venda,Apartamento,Planta,130.000 €,Braga,Braga,Braga (São Vicente),314190105
Apartamento Estúdio,Venda,Apartamento,Planta,120.000 €,Braga,Braga,Braga (São Vicente),314190104
Apartamento 2 quartos,Venda,Apartamento,Planta,250.000 €,Braga,Braga,Braga (São Vicente),314190103
Apartamento 1 quarto,Venda,Apartamento,Planta,140.000 €,Braga,Braga,Braga (São Vicente),314190102
Apartamento 1 quarto,Venda,Apartamento,Planta,170.000 €,Braga,Braga,Braga (São Vicente),314190101
Apartamento 1 quarto,Venda,Apartamento,Planta,165.000 €,Braga,Braga,Braga (São Vicente),314190100
Apartamento 1 quarto,Venda,Apartamento,Planta,170.000 €,Braga,Braga,Braga (São Vicente),314190099
Apartamento 1 quarto,Venda,Apartamento,Planta,160.000 €,Braga,Braga,Braga (São Vicente),314190098
Apartamento Estúdio,Venda,Apartamento,Planta,140.000 €,Braga,Braga,Braga (São Vicente),314190097
Apartamento Estúdio,Venda,Apartamento,Planta,135.000 €,Braga,Braga,Braga (São Vicente),314190096
Apartamento Estúdio,Venda,Apartamento,Planta,130.000 €,Braga,Braga,Braga (São Vicente),314190095
Loja,Venda,Loja,Novo,54.000 €,Braga,Braga,Braga (São Vítor),285190053
Loja,Venda,Loja,Usado,68.000 €,Braga,Braga,Braga (São Vítor),285190051
Loja,Venda,Loja,Usado,73.000 €,Braga,Braga,Braga (São Vítor),285190050
Apartamento 3 quartos,Venda,Apartamento,Usado,Sob Consulta,Braga,Braga,"Nogueira, Fraião e Lamaçães",285190049
Terreno com ruina,Venda,Terreno com ruina,N/D,150.000 €,Braga,Braga,Ferreiros e Gondizalves,260190078
Loja,Venda,Loja,Novo,40.000 €,Braga,Braga,Gualtar,285190046
Terreno Para Construção,Venda,Terreno Para Construção,N/D,155.000 €,Braga,Braga,Tebosa,260190077
Moradia,Venda,Moradia,Construção,38.000 €,Braga,Braga,Crespos e Pousada,285190045
Moradia 3 quartos,Venda,Moradia,Usado,150.000 €,Braga,Braga,Braga (São Vítor),285190042
Apartamento 2 quartos,Venda,Apartamento,Planta,192.760 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314190088
Apartamento 3 quartos,Venda,Apartamento,Planta,264.060 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314190087
Apartamento 3 quartos,Venda,Apartamento,Planta,272.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314190086
Apartamento 3 quartos,Venda,Apartamento,Planta,265.200 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314190085
Apartamento 3 quartos,Venda,Apartamento,Planta,255.910 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314190084
Apartamento 3 quartos,Venda,Apartamento,Planta,263.500 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314190083
Apartamento 3 quartos,Venda,Apartamento,Planta,261.800 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314190082
Apartamento 3 quartos,Venda,Apartamento,Planta,246.130 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314190081
Apartamento 3 quartos,Venda,Apartamento,Planta,253.300 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314190080
Apartamento 3 quartos,Venda,Apartamento,Planta,236.350 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314190079
Apartamento 3 quartos,Venda,Apartamento,Planta,244.800 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314190078
Apartamento 3 quartos,Venda,Apartamento,Planta,256.700 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314190077
Apartamento 2 quartos,Venda,Apartamento,Planta,181.780 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314190076
Apartamento 3 quartos,Venda,Apartamento,Planta,241.240 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314190075
Apartamento 3 quartos,Venda,Apartamento,Planta,248.200 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314190074
Apartamento 3 quartos,Venda,Apartamento,Planta,248.200 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314190073
Apartamento 2 quartos,Venda,Apartamento,Planta,178.120 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314190072
Apartamento 3 quartos,Venda,Apartamento,Planta,238.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314190071
Apartamento 2 quartos,Venda,Apartamento,Planta,170.800 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314190070
Apartamento 3 quartos,Venda,Apartamento,Planta,226.570 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314190069
Apartamento 3 quartos,Venda,Apartamento,Planta,238.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314190068
Loja,Venda,Loja,Usado,43.000 €,Braga,Braga,Gualtar,285190040
Lote,Venda,Lote,N/D,44.000 €,Braga,Braga,Mire de Tibães,260190068
Lote,Venda,Lote,N/D,37.500 €,Braga,Braga,Este (São Pedro e São Mamede),285190038
Lote,Venda,Lote,N/D,37.500 €,Braga,Braga,Este (São Pedro e São Mamede),285190037
Apartamento 3 quartos,Venda,Apartamento,Usado,88.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260190064
Apartamento 3 quartos,Venda,Apartamento,Construção,207.500 €,Braga,Braga,"Real, Dume e Semelhe",314190065
Apartamento 3 quartos,Venda,Apartamento,Construção,207.500 €,Braga,Braga,"Real, Dume e Semelhe",314190063
Apartamento 3 quartos,Venda,Apartamento,Construção,197.500 €,Braga,Braga,"Real, Dume e Semelhe",314190055
Apartamento 3 quartos,Venda,Apartamento,Construção,190.000 €,Braga,Braga,"Real, Dume e Semelhe",314190051
Apartamento 3 quartos,Venda,Apartamento,Construção,179.000 €,Braga,Braga,"Real, Dume e Semelhe",314190050
Apartamento 3 quartos,Venda,Apartamento,Construção,187.500 €,Braga,Braga,"Real, Dume e Semelhe",314190049
Apartamento 3 quartos,Venda,Apartamento,Construção,187.500 €,Braga,Braga,"Real, Dume e Semelhe",314190047
Apartamento 3 quartos,Venda,Apartamento,Construção,185.000 €,Braga,Braga,"Real, Dume e Semelhe",314190045
Lote,Venda,Lote,N/D,97.000 €,Braga,Braga,Tadim,260190061
Lote,Venda,Lote,N/D,99.000 €,Braga,Braga,Tadim,260190060
Lote,Venda,Lote,N/D,49.000 €,Braga,Braga,Tadim,260190059
Lote,Venda,Lote,N/D,49.000 €,Braga,Braga,Tadim,260190058
Lote,Venda,Lote,N/D,49.000 €,Braga,Braga,Tadim,260190057
Lote,Venda,Lote,N/D,49.000 €,Braga,Braga,Tadim,260190056
Lote,Venda,Lote,N/D,49.000 €,Braga,Braga,Tadim,260190055
Lote,Venda,Lote,N/D,49.000 €,Braga,Braga,Tadim,260190054
Lote,Venda,Lote,N/D,49.000 €,Braga,Braga,Tadim,260190053
Lote,Venda,Lote,N/D,49.000 €,Braga,Braga,Tadim,260190052
Lote,Venda,Lote,N/D,49.000 €,Braga,Braga,Tadim,260190051
Lote,Venda,Lote,N/D,59.000 €,Braga,Braga,Tadim,260190050
Lote,Venda,Lote,N/D,49.000 €,Braga,Braga,Tadim,260190049
Lote,Venda,Lote,N/D,47.500 €,Braga,Braga,Tadim,260190048
Lote,Venda,Lote,N/D,47.500 €,Braga,Braga,Tadim,260190047
Lote,Venda,Lote,N/D,47.500 €,Braga,Braga,Tadim,260190046
Lote,Venda,Lote,N/D,47.500 €,Braga,Braga,Tadim,260190045
Lote,Venda,Lote,N/D,47.500 €,Braga,Braga,Tadim,260190044
Moradia 5 quartos,Venda,Moradia,Usado,400.000 €,Braga,Braga,Braga (São Vítor),285190033
Apartamento 2 quartos,Venda,Apartamento,Novo,115.000 €,Braga,Braga,Braga (São Vítor),285190032
Moradia em Banda 4 quartos,Venda,Moradia em Banda,Usado,189.000 €,Braga,Braga,"Real, Dume e Semelhe",260190042
Apartamento 4 quartos,Venda,Apartamento,Usado,159.000 €,Braga,Braga,Ferreiros e Gondizalves,260190040
Moradia em Banda 3 quartos,Venda,Moradia em Banda,Construção,269.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314190041
Prédio 4 quartos,Venda,Prédio,Usado,175.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260190038
Garagem,Venda,Garagem,Usado,7.000 €,Braga,Braga,Braga (São Vítor),285190026
Moradia Geminada 2 quartos,Venda,Moradia Geminada,Usado,50.000 €,Braga,Braga,Ferreiros e Gondizalves,260190036
Apartamento 2 quartos,Venda,Apartamento,Usado,98.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260190035
Moradia Geminada 4 quartos,Venda,Moradia Geminada,Usado,75.000 €,Braga,Braga,Palmeira,260190034
Apartamento 3 quartos,Venda,Apartamento,Usado,125.000 €,Braga,Braga,Ferreiros e Gondizalves,260190031
Loja,Venda,Loja,Novo,96.600 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260190023
Loja,Venda,Loja,Novo,38.800 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260190022
Loja,Venda,Loja,Novo,57.800 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260190021
Loja,Venda,Loja,Novo,62.700 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260190020
Quintinha 4 quartos,Venda,Quintinha,N/D,920.000 €,Braga,Braga,Palmeira,260190019
Terreno Para Construção,Venda,Terreno Para Construção,N/D,43.500 €,Braga,Braga,Espinho,285190012
Terreno,Venda,Terreno,N/D,185.000 €,Braga,Braga,Esporões,314190025
Terreno,Venda,Terreno,N/D,95.000 €,Braga,Braga,Esporões,314190024
Terreno,Venda,Terreno,N/D,66.500 €,Braga,Braga,Esporões,314190023
Terreno,Venda,Terreno,N/D,68.500 €,Braga,Braga,Esporões,314190022
Moradia em Banda 4 quartos,Venda,Moradia em Banda,Construção,150.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314190009
Lote,Venda,Lote,N/D,78.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314190005
Moradia em Banda 3 quartos,Venda,Moradia em Banda,Construção,95.000 €,Braga,Braga,Esporões,314190002
Terreno,Venda,Terreno,N/D,75.000 €,Braga,Braga,Merelim (São Pedro) e Frossos,260180417
Terreno,Venda,Terreno,N/D,52.000 €,Braga,Braga,Ruilhe,260180416
Terreno Para Construção,Venda,Terreno Para Construção,N/D,55.000 €,Braga,Braga,Ruilhe,260180415
Apartamento 3 quartos,Venda,Apartamento,Novo,Sob Consulta,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",314180338
Apartamento 3 quartos,Venda,Apartamento,Usado,95.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260180414
Lote,Venda,Lote,N/D,67.500 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314180332
Apartamento 3 quartos,Venda,Apartamento,Usado,92.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260180411
Armazém,Venda,Armazém,Usado,3.200.000 €,Braga,Braga,Padim da Graça,260180410
Terreno,Venda,Terreno,N/D,30.000 €,Braga,Braga,Ruilhe,260180409
Lote,Venda,Lote,N/D,100.000 €,Braga,Braga,Gualtar,285180217
Apartamento 3 quartos,Venda,Apartamento,Usado,119.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260180408
Lote,Venda,Lote,N/D,79.900 €,Braga,Braga,Figueiredo,260180407
Moradia Isolada 4 quartos,Venda,Moradia Isolada,Usado,480.000 €,Braga,Braga,Este (São Pedro e São Mamede),285180216
Apartamento 3 quartos,Venda,Apartamento,Usado,89.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260180402
Lote,Venda,Lote,N/D,140.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314180309
Lote,Venda,Lote,N/D,127.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314180308
Lote,Venda,Lote,N/D,121.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314180307
Lote,Venda,Lote,N/D,130.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314180306
Apartamento 3 quartos,Venda,Apartamento,Construção,185.000 €,Braga,Braga,Gualtar,285180210
Apartamento 3 quartos,Venda,Apartamento,Construção,185.000 €,Braga,Braga,Gualtar,285180208
Apartamento 2 quartos,Venda,Apartamento,Construção,Sob Consulta,Braga,Braga,Gualtar,285180206
Apartamento 2 quartos,Venda,Apartamento,Construção,145.000 €,Braga,Braga,Gualtar,285180205
Apartamento 3 quartos,Venda,Apartamento,Construção,185.000 €,Braga,Braga,Gualtar,285180202
Terreno,Venda,Terreno,N/D,68.000 €,Braga,Braga,Palmeira,260180390
Moradia Isolada 2 quartos,Venda,Moradia Isolada,Usado,95.000 €,Braga,Braga,Palmeira,260180389
Terreno Para Construção,Venda,Terreno Para Construção,N/D,110.000 €,Braga,Braga,Ferreiros e Gondizalves,260180388
Terreno Para Construção,Venda,Terreno Para Construção,N/D,880.000 €,Braga,Braga,"Celeirós, Aveleda e Vimieiro",260180381
Loja,Venda,Loja,Usado,95.000 €,Braga,Braga,"Celeirós, Aveleda e Vimieiro",260180378
Armazém,Venda,Armazém,Usado,145.000 €,Braga,Braga,"Celeirós, Aveleda e Vimieiro",260180377
Armazém,Venda,Armazém,Usado,145.000 €,Braga,Braga,"Celeirós, Aveleda e Vimieiro",260180376
Terreno Misto,Venda,Terreno Misto,N/D,245.000 €,Braga,Braga,Tebosa,260180373
Moradia Isolada 3 quartos,Venda,Moradia Isolada,Usado,Sob Consulta,Braga,Braga,Este (São Pedro e São Mamede),285180195
Prédio,Venda,Prédio,Novo,480.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260180371
Moradia 4 quartos,Venda,Moradia,Construção,163.500 €,Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),260180370
Apartamento 3 quartos,Venda,Apartamento,Usado,69.000 €,Braga,Braga,Ferreiros e Gondizalves,260180367
Apartamento 1 quarto,Venda,Apartamento,Novo,100.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260180366
Apartamento 1 quarto,Venda,Apartamento,Novo,100.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260180365
Apartamento 1 quarto,Venda,Apartamento,Novo,115.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260180364
Duplex 2 quartos,Venda,Duplex,Novo,135.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260180363
Apartamento 4 quartos,Venda,Apartamento,Usado,395.000 €,Braga,Braga,Braga (São Vítor),285180192
Apartamento 1 quarto,Venda,Apartamento,Novo,100.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260180362
Apartamento Estúdio,Venda,Apartamento,Novo,85.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260180359
Prédio,Venda,Prédio,Usado,1.800.000 €,Braga,Braga,Braga (São José de São Lázaro e São João do Souto),285180191
Terreno,Venda,Terreno,N/D,42.000 €,Braga,Braga,Cabreiros e Passos (São Julião),260180357
Apartamento 4 quartos,Venda,Apartamento,Construção,363.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314180266
Apartamento 4 quartos,Venda,Apartamento,Construção,355.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314180265
Apartamento 4 quartos,Venda,Apartamento,Construção,300.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314180264
Apartamento 4 quartos,Venda,Apartamento,Construção,359.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314180263
Armazém,Venda,Armazém,Usado,785.000 €,Braga,Braga,"Celeirós, Aveleda e Vimieiro",260180353
Moradia Rústica,Venda,Moradia Rústica,N/D,149.500 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260180351
Terreno Para Construção,Venda,Terreno Para Construção,N/D,131.500 €,Braga,Braga,"Real, Dume e Semelhe",314180257
Moradia Isolada 3 quartos,Venda,Moradia Isolada,Novo,170.000 €,Braga,Braga,Ruilhe,260180348
Apartamento 3 quartos,Venda,Apartamento,Usado,85.000 €,Braga,Braga,Ferreiros e Gondizalves,260180346
Loja,Venda,Loja,Usado,28.000 €,Braga,Braga,Ferreiros e Gondizalves,260180342
Loja,Venda,Loja,Usado,75.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260180336
Apartamento 3 quartos,Venda,Apartamento,Usado,98.000 €,Braga,Braga,Ferreiros e Gondizalves,260180333
Apartamento 3 quartos,Venda,Apartamento,Construção,220.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314180242
Apartamento 3 quartos,Venda,Apartamento,Construção,243.750 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314180240
Apartamento 3 quartos,Venda,Apartamento,Construção,243.750 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314180239
Apartamento 3 quartos,Venda,Apartamento,Construção,190.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314180234
Terreno,Venda,Terreno,N/D,70.000 €,Braga,Braga,Ruilhe,260180321
Apartamento 1 quarto,Venda,Apartamento,Novo,95.500 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260180304
Apartamento 2 quartos,Venda,Apartamento,Novo,155.640 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260180303
Apartamento 2 quartos,Venda,Apartamento,Novo,159.800 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260180301
Apartamento 3 quartos,Venda,Apartamento,Novo,204.500 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260180298
Apartamento 2 quartos,Venda,Apartamento,Novo,162.900 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260180297
Apartamento 2 quartos,Venda,Apartamento,Novo,158.300 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260180291
Apartamento 3 quartos,Venda,Apartamento,Novo,204.500 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260180290
