Nome,Finalidade,Tipo de Imóvel,Estado,Preço de venda,Distrito,Concelho,Freguesia,Referência
Apartamento 3 quartos,Venda,Apartamento,Novo,180.975 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260180272
Apartamento 2 quartos,Venda,Apartamento,Usado,93.000 €,Braga,Braga,Ferreiros e Gondizalves,260180261
Apartamento 2 quartos,Venda,Apartamento,Construção,195.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314180231
Apartamento 2 quartos,Venda,Apartamento,Construção,206.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314180230
Apartamento 2 quartos,Venda,Apartamento,Construção,182.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314180229
Moradia Isolada 2 quartos,Venda,Moradia Isolada,Usado,Sob Consulta,Braga,Braga,Palmeira,260180259
Moradia em Banda 6 quartos,Venda,Moradia em Banda,Usado,65.000 €,Braga,Braga,Merelim (São Pedro) e Frossos,260180256
Moradia Isolada 4 quartos,Venda,Moradia Isolada,Usado,575.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",285180161
Loja,Venda,Loja,Usado,45.000 €,Braga,Braga,Braga (São Vítor),285180159
Moradia em Banda 4 quartos,Venda,Moradia em Banda,Construção,250.000 €,Braga,Braga,Merelim (São Pedro) e Frossos,260180242
Moradia em Banda 4 quartos,Venda,Moradia em Banda,Construção,235.000 €,Braga,Braga,Merelim (São Pedro) e Frossos,260180241
Lote,Venda,Lote,N/D,42.000 €,Braga,Braga,Escudeiros e Penso (Santo Estêvão e São Vicente),260180236
Apartamento 3 quartos,Venda,Apartamento,Usado,259.000 €,Braga,Braga,Nogueiró e Tenões,285180158
Moradia Isolada 3 quartos,Venda,Moradia Isolada,Usado,176.000 €,Braga,Braga,Palmeira,260180208
Moradia 5 quartos,Venda,Moradia,Usado,285.000 €,Braga,Braga,"Real, Dume e Semelhe",260180207
Lote,Venda,Lote,N/D,55.000 €,Braga,Braga,Merelim (São Pedro) e Frossos,260180202
Lote,Venda,Lote,N/D,55.000 €,Braga,Braga,Merelim (São Pedro) e Frossos,260180201
Lote,Venda,Lote,N/D,55.000 €,Braga,Braga,Merelim (São Pedro) e Frossos,260180200
Lote,Venda,Lote,N/D,55.000 €,Braga,Braga,Merelim (São Pedro) e Frossos,260180199
Lote,Venda,Lote,N/D,55.000 €,Braga,Braga,Merelim (São Pedro) e Frossos,260180198
Lote,Venda,Lote,N/D,75.000 €,Braga,Braga,Merelim (São Pedro) e Frossos,260180197
Lote,Venda,Lote,N/D,Sob Consulta,Braga,Braga,Merelim (São Pedro) e Frossos,260180196
Lote,Venda,Lote,N/D,65.000 €,Braga,Braga,Merelim (São Pedro) e Frossos,260180195
Moradia 4 quartos,Venda,Moradia,Usado,199.000 €,Braga,Braga,Lamas,260180193
Lote,Venda,Lote,N/D,60.000 €,Braga,Braga,Tadim,260180190
Lote,Venda,Lote,N/D,60.000 €,Braga,Braga,Tadim,260180189
Lote,Venda,Lote,N/D,60.000 €,Braga,Braga,Tadim,260180188
Lote,Venda,Lote,N/D,70.000 €,Braga,Braga,Tadim,260180187
Lote,Venda,Lote,N/D,55.000 €,Braga,Braga,Tadim,260180185
Apartamento 2 quartos,Venda,Apartamento,Usado,41.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260180181
Lote,Venda,Lote,N/D,285.000 €,Braga,Braga,Palmeira,260180178
Terreno Rústico,Venda,Terreno Rústico,N/D,57.500 €,Braga,Braga,Espinho,285180141
Loja,Venda,Loja,Construção,Sob Consulta,Braga,Braga,Gualtar,285180140
Moradia Rústica 6 quartos,Venda,Moradia Rústica,Usado,230.000 €,Braga,Braga,Espinho,285180138
Moradia 5 quartos,Venda,Moradia,Usado,950.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314180209
Lote,Venda,Lote,N/D,160.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314180195
Lote,Venda,Lote,N/D,100.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314180194
Lote,Venda,Lote,N/D,100.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314180193
Lote,Venda,Lote,N/D,90.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314180192
Lote,Venda,Lote,N/D,90.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314180191
Lote,Venda,Lote,N/D,90.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314180190
Apartamento 3 quartos,Venda,Apartamento,Usado,57.000 €,Braga,Braga,Ferreiros e Gondizalves,260180145
Terreno Para Construção,Venda,Terreno Para Construção,N/D,149.000 €,Braga,Braga,Arentim e Cunha,260180142
Apartamento 2 quartos,Venda,Apartamento,Usado,92.500 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260180141
Armazém,Venda,Armazém,Usado,78.000 €,Braga,Braga,Ferreiros e Gondizalves,260180140
Moradia em Banda 4 quartos,Venda,Moradia em Banda,Construção,245.000 €,Braga,Braga,Este (São Pedro e São Mamede),285180122
Loja,Venda,Loja,Usado,217.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260180136
Loja,Venda,Loja,Usado,199.500 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260180135
Loja,Venda,Loja,Usado,280.000 €,Braga,Braga,Braga (São Vítor),285180115
Loja,Venda,Loja,Usado,122.900 €,Braga,Braga,Braga (São Vítor),285180114
Apartamento 3 quartos,Venda,Apartamento,Usado,130.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260180128
Apartamento 3 quartos,Venda,Apartamento,Usado,139.500 €,Braga,Braga,Ferreiros e Gondizalves,260180127
Moradia Geminada 4 quartos,Venda,Moradia Geminada,Construção,220.000 €,Braga,Braga,"Real, Dume e Semelhe",260180125
Lote,Venda,Lote,N/D,50.000 €,Braga,Braga,Gualtar,285180111
Lote,Venda,Lote,N/D,50.000 €,Braga,Braga,Gualtar,285180110
Lote,Venda,Lote,N/D,50.000 €,Braga,Braga,Gualtar,285180109
Lote,Venda,Lote,N/D,60.000 €,Braga,Braga,Gualtar,285180108
Lote,Venda,Lote,N/D,60.000 €,Braga,Braga,Gualtar,285180107
Lote,Venda,Lote,N/D,60.000 €,Braga,Braga,Gualtar,285180106
Lote,Venda,Lote,N/D,66.500 €,Braga,Braga,Gualtar,285180105
Apartamento 3 quartos,Venda,Apartamento,Usado,55.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260180117
Loja,Venda,Loja,Usado,60.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260180113
Terreno Para Construção,Venda,Terreno Para Construção,N/D,1.200.000 €,Braga,Braga,Palmeira,260180105
Moradia Geminada 3 quartos,Venda,Moradia Geminada,Novo,330.000 €,Braga,Braga,Este (São Pedro e São Mamede),285180094
Lote,Venda,Lote,N/D,49.000 €,Braga,Braga,"Merelim (São Paio), Panoias e Parada de Tibães",260180101
Escritório,Venda,Escritório,Usado,99.500 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260180095
Apartamento 3 quartos,Venda,Apartamento,Usado,109.000 €,Braga,Braga,"Real, Dume e Semelhe",260180094
Moradia em Banda 3 quartos,Venda,Moradia em Banda,Construção,230.000 €,Braga,Braga,Palmeira,260180090
Lote,Venda,Lote,N/D,63.500 €,Braga,Braga,Este (São Pedro e São Mamede),285180087
Apartamento 3 quartos,Venda,Apartamento,Construção,224.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314180105
Apartamento 3 quartos,Venda,Apartamento,Construção,224.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314180104
Lote,Venda,Lote,N/D,52.000 €,Braga,Braga,"Merelim (São Paio), Panoias e Parada de Tibães",260180083
Lote,Venda,Lote,N/D,62.000 €,Braga,Braga,"Merelim (São Paio), Panoias e Parada de Tibães",260180082
Loja,Venda,Loja,Construção,320.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314180101
Loja,Venda,Loja,Construção,360.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314180100
Loja,Venda,Loja,Construção,210.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314180099
Loja,Venda,Loja,Construção,185.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314180098
Apartamento 3 quartos,Venda,Apartamento,Construção,260.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314180096
Lote Industrial,Venda,Lote Industrial,N/D,195.567 €,Braga,Braga,Merelim (São Pedro) e Frossos,314180081
Lote,Venda,Lote,N/D,140.000 €,Braga,Braga,Merelim (São Pedro) e Frossos,314180073
Apartamento 1 quarto,Venda,Apartamento,Usado,66.500 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260180078
Moradia em Banda 4 quartos,Venda,Moradia em Banda,Construção,240.000 €,Braga,Braga,Este (São Pedro e São Mamede),285180049
Moradia em Banda 4 quartos,Venda,Moradia em Banda,Construção,Sob Consulta,Braga,Braga,Este (São Pedro e São Mamede),285180048
Moradia em Banda 4 quartos,Venda,Moradia em Banda,Construção,232.000 €,Braga,Braga,Este (São Pedro e São Mamede),285180042
Moradia em Banda 4 quartos,Venda,Moradia em Banda,Construção,Sob Consulta,Braga,Braga,Este (São Pedro e São Mamede),285180040
Lote,Venda,Lote,N/D,180.000 €,Braga,Braga,Braga (São José de São Lázaro e São João do Souto),314180059
Apartamento 4 quartos,Venda,Apartamento,Usado,89.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260180072
Lote,Venda,Lote,N/D,120.000 €,Braga,Braga,Cabreiros e Passos (São Julião),260180071
Terreno Para Construção,Venda,Terreno Para Construção,N/D,90.000 €,Braga,Braga,Palmeira,260180066
Apartamento 2 quartos,Venda,Apartamento,Usado,62.500 €,Braga,Braga,Ferreiros e Gondizalves,260180059
Lote,Venda,Lote,N/D,75.000 €,Braga,Braga,"Real, Dume e Semelhe",260180055
Armazém,Venda,Armazém,Usado,129.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260180053
Loja,Venda,Loja,Usado,60.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260180046
Lote,Venda,Lote,N/D,80.000 €,Braga,Braga,"Merelim (São Paio), Panoias e Parada de Tibães",260180043
Moradia em Banda 3 quartos,Venda,Moradia em Banda,Usado,370.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260180041
Loja,Venda,Loja,Usado,140.000 €,Braga,Braga,Braga (São Vítor),285180028
Moradia 4 quartos,Venda,Moradia,Construção,245.000 €,Braga,Braga,Lomar e Arcos,314180034
Armazém,Venda,Armazém,Usado,82.000 €,Braga,Braga,Tadim,260180032
Moradia Isolada 4 quartos,Venda,Moradia Isolada,Usado,129.000 €,Braga,Braga,Sequeira,260180031
Escritório,Venda,Escritório,Usado,175.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",314180019
Apartamento 3 quartos,Venda,Apartamento,Usado,95.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260180010
Lote,Venda,Lote,N/D,67.000 €,Braga,Braga,Palmeira,260180008
Apartamento 4 quartos,Venda,Apartamento,Usado,99.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260180007
Duplex 4 quartos,Venda,Duplex,Usado,124.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260180005
Loja,Venda,Loja,Novo,115.000 €,Braga,Braga,Gualtar,285180003
Apartamento 3 quartos,Venda,Apartamento,Construção,228.000 €,Braga,Braga,Braga (São José de São Lázaro e São João do Souto),314180001
Moradia Geminada 5 quartos,Venda,Moradia Geminada,Usado,250.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314170153
Lote,Venda,Lote,N/D,85.000 €,Braga,Braga,Palmeira,260170234
Moradia Isolada 5 quartos,Venda,Moradia Isolada,Usado,249.500 €,Braga,Braga,Gualtar,285170243
Moradia Geminada 4 quartos,Venda,Moradia Geminada,Construção,500.000 €,Braga,Braga,Braga (São Vítor),285170230
Moradia Geminada 4 quartos,Venda,Moradia Geminada,Usado,250.000 €,Braga,Braga,Merelim (São Pedro) e Frossos,260170215
Moradia Geminada 4 quartos,Venda,Moradia Geminada,Usado,181.000 €,Braga,Braga,"Real, Dume e Semelhe",260170212
Moradia em Banda 3 quartos,Venda,Moradia em Banda,Novo,310.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314170132
Moradia em Banda 3 quartos,Venda,Moradia em Banda,Novo,310.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314170131
Moradia em Banda 3 quartos,Venda,Moradia em Banda,Novo,310.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314170130
Apartamento 3 quartos,Venda,Apartamento,Usado,Sob Consulta,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260170210
Moradia em Banda 3 quartos,Venda,Moradia em Banda,Novo,295.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314170129
Moradia em Banda 3 quartos,Venda,Moradia em Banda,Novo,360.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314170128
Moradia em Banda 3 quartos,Venda,Moradia em Banda,Construção,390.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314170126
Apartamento 2 quartos,Venda,Apartamento,Usado,89.000 €,Braga,Braga,"Celeirós, Aveleda e Vimieiro",260170207
Terreno Rústico,Venda,Terreno Rústico,N/D,79.000 €,Braga,Braga,Palmeira,260170196
Lote,Venda,Lote,N/D,86.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",314170091
Apartamento 2 quartos,Venda,Apartamento,Usado,68.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260170188
Lote,Venda,Lote,N/D,53.000 €,Braga,Braga,"Real, Dume e Semelhe",260170186
Lote,Venda,Lote,N/D,50.000 €,Braga,Braga,"Real, Dume e Semelhe",260170185
Apartamento 3 quartos,Venda,Apartamento,Usado,67.000 €,Braga,Braga,Ferreiros e Gondizalves,260170182
Loja,Venda,Loja,Usado,41.150 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",314170067
Loja,Venda,Loja,Usado,150.000 €,Braga,Braga,Braga (São Vicente),314170066
Loja,Venda,Loja,Usado,110.000 €,Braga,Braga,Gualtar,285170204
Loja,Venda,Loja,Construção,130.000 €,Braga,Braga,Braga (São José de São Lázaro e São João do Souto),260170153
Loja,Venda,Loja,Usado,Sob Consulta,Braga,Braga,Braga (São José de São Lázaro e São João do Souto),314170050
Apartamento 3 quartos,Venda,Apartamento,Novo,120.000 €,Braga,Braga,Braga (São Vítor),285170182
Lote,Venda,Lote,N/D,199.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",285170180
Lote,Venda,Lote,N/D,195.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",285170179
Lote,Venda,Lote,N/D,259.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",285170177
Lote,Venda,Lote,N/D,259.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",285170176
Lote,Venda,Lote,N/D,194.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",285170174
Lote,Venda,Lote,N/D,214.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",285170173
Lote,Venda,Lote,N/D,60.000 €,Braga,Braga,"Real, Dume e Semelhe",260170130
Lote,Venda,Lote,N/D,80.000 €,Braga,Braga,Este (São Pedro e São Mamede),285170165
Lote,Venda,Lote,N/D,80.000 €,Braga,Braga,Este (São Pedro e São Mamede),285170164
Lote,Venda,Lote,N/D,80.000 €,Braga,Braga,Este (São Pedro e São Mamede),285170163
Lote,Venda,Lote,N/D,80.000 €,Braga,Braga,Este (São Pedro e São Mamede),285170161
Lote,Venda,Lote,N/D,80.000 €,Braga,Braga,Este (São Pedro e São Mamede),285170159
Lote,Venda,Lote,N/D,125.000 €,Braga,Braga,Este (São Pedro e São Mamede),285170156
Terreno Rústico,Venda,Terreno Rústico,N/D,160.000 €,Braga,Braga,Pedralva,285170129
Terreno,Venda,Terreno,N/D,69.900 €,Braga,Braga,"Celeirós, Aveleda e Vimieiro",260170120
Terreno Rústico,Venda,Terreno Rústico,N/D,300.000 €,Braga,Braga,Este (São Pedro e São Mamede),285170117
Moradia 2 quartos,Venda,Moradia,Novo,156.000 €,Braga,Braga,Palmeira,260170107
Lote,Venda,Lote,N/D,67.500 €,Braga,Braga,Adaúfe,285170066
Lote,Venda,Lote,N/D,90.000 €,Braga,Braga,"Nogueira, Fraião e Lamaçães",285170051
Lote,Venda,Lote,N/D,38.000 €,Braga,Braga,Gualtar,285170036
Lote,Venda,Lote,N/D,49.000 €,Braga,Braga,Gualtar,285170035
Lote,Venda,Lote,N/D,58.000 €,Braga,Braga,Palmeira,260170011
Loja,Venda,Loja,Novo,135.500 €,Braga,Braga,Braga (São Vítor),285170001
Terreno Para Construção,Venda,Terreno Para Construção,N/D,100.000 €,Braga,Braga,Ruilhe,260170006
Moradia em Banda 4 quartos,Venda,Moradia em Banda,Usado,160.000 €,Braga,Braga,Merelim (São Pedro) e Frossos,260160481
Apartamento 3 quartos,Venda,Apartamento,Novo,215.000 €,Braga,Braga,Braga (São Vítor),285160207
Apartamento 3 quartos,Venda,Apartamento,Novo,215.000 €,Braga,Braga,Braga (São Vítor),285160206
Apartamento 3 quartos,Venda,Apartamento,Novo,215.000 €,Braga,Braga,Braga (São Vítor),285160205
Loja,Venda,Loja,Usado,130.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260160451
Apartamento 2 quartos,Venda,Apartamento,Construção,134.000 €,Braga,Braga,Ferreiros e Gondizalves,260160443
Moradia em Banda 4 quartos,Venda,Moradia em Banda,Usado,184.000 €,Braga,Braga,Merelim (São Pedro) e Frossos,260160441
Loja,"Venda, Arrendamento",Loja,Usado,16.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260160438
Moradia 5 quartos,Venda,Moradia,Usado,198.900 €,Braga,Braga,Ferreiros e Gondizalves,260160407
Apartamento 3 quartos,Venda,Apartamento,Novo,215.000 €,Braga,Braga,Braga (São Vítor),285160174
Lote Industrial,Venda,Lote Industrial,N/D,640.000 €,Braga,Braga,Braga (São Vítor),285160166
Terreno,Venda,Terreno,N/D,35.000 €,Braga,Braga,"Real, Dume e Semelhe",260160362
Terreno,Venda,Terreno,N/D,50.000 €,Braga,Braga,"Real, Dume e Semelhe",260160361
Armazém,Venda,Armazém,Usado,330.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260160350
Terreno Para Construção,Venda,Terreno Para Construção,N/D,90.000 €,Braga,Braga,"Merelim (São Paio), Panoias e Parada de Tibães",260160342
Terreno Misto,Venda,Terreno Misto,N/D,265.000 €,Braga,Braga,"Merelim (São Paio), Panoias e Parada de Tibães",260160341
Lote,Venda,Lote,N/D,35.000 €,Braga,Braga,"Merelim (São Paio), Panoias e Parada de Tibães",260160337
Lote,Venda,Lote,N/D,35.000 €,Braga,Braga,"Merelim (São Paio), Panoias e Parada de Tibães",260160336
Terreno,Venda,Terreno,N/D,60.000 €,Braga,Braga,"Celeirós, Aveleda e Vimieiro",260160328
Apartamento 3 quartos,Venda,Apartamento,Novo,135.000 €,Braga,Braga,"Celeirós, Aveleda e Vimieiro",260160238
Apartamento 3 quartos,Venda,Apartamento,Usado,120.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260160204
Lote,Venda,Lote,N/D,75.000 €,Braga,Braga,"Celeirós, Aveleda e Vimieiro",260160191
Lote,Venda,Lote,N/D,52.000 €,Braga,Braga,Gualtar,285160127
Loja,Venda,Loja,Usado,106.500 €,Braga,Braga,Braga (São Vítor),285160126
Moradia 4 quartos,Venda,Moradia,Usado,150.000 €,Braga,Braga,Sequeira,260160179
Loteamento,Venda,Loteamento,N/D,54.500 €,Braga,Braga,Este (São Pedro e São Mamede),285160120
Loteamento,Venda,Loteamento,N/D,58.000 €,Braga,Braga,Este (São Pedro e São Mamede),285160119
Loteamento,Venda,Loteamento,N/D,64.395 €,Braga,Braga,Este (São Pedro e São Mamede),285160118
Loteamento,Venda,Loteamento,N/D,52.500 €,Braga,Braga,Este (São Pedro e São Mamede),285160117
Moradia Geminada 3 quartos,Venda,Moradia Geminada,Construção,330.000 €,Braga,Braga,Este (São Pedro e São Mamede),285160114
Loja,Venda,Loja,Usado,240.000 €,Braga,Braga,Braga (São Vítor),285160109
Apartamento 2 quartos,Venda,Apartamento,Novo,193.530 €,Braga,Braga,Braga (São Vítor),285160101
Apartamento 3 quartos,Venda,Apartamento,Novo,Sob Consulta,Braga,Braga,Braga (São Vítor),285160097
Apartamento 4 quartos,Venda,Apartamento,Novo,282.900 €,Braga,Braga,Braga (São Vítor),285160095
Loja,Venda,Loja,Usado,114.300 €,Braga,Braga,Braga (São Vítor),285160072
Lote Industrial,Venda,Lote Industrial,N/D,260.000 €,Braga,Braga,Sequeira,260160149
Prédio,Venda,Prédio,Novo,49.000 €,Braga,Braga,"Merelim (São Paio), Panoias e Parada de Tibães",260160144
Lote,Venda,Lote,N/D,37.500 €,Braga,Braga,Merelim (São Pedro) e Frossos,260160139
Lote,Venda,Lote,N/D,47.000 €,Braga,Braga,Merelim (São Pedro) e Frossos,260160126
Lote,Venda,Lote,N/D,61.000 €,Braga,Braga,Merelim (São Pedro) e Frossos,260160125
Moradia Geminada 4 quartos,Venda,Moradia Geminada,Novo,Sob Consulta,Braga,Braga,Merelim (São Pedro) e Frossos,260160124
Apartamento 2 quartos,Venda,Apartamento,Usado,Sob Consulta,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260160121
Loja,Venda,Loja,Usado,130.000 €,Braga,Braga,Braga (São Vítor),285160063
Terreno,Venda,Terreno,N/D,Sob Consulta,Braga,Braga,Priscos,260160098
Terreno Para Construção,Venda,Terreno Para Construção,N/D,199.000 €,Braga,Braga,Ferreiros e Gondizalves,260160081
Loja,"Venda, Arrendamento",Loja,Novo,750.000 €,Braga,Braga,Braga (São José de São Lázaro e São João do Souto),285160051
Lote Industrial,Venda,Lote Industrial,N/D,180.000 €,Braga,Braga,Sobreposta,285160036
Lote Industrial,Venda,Lote Industrial,N/D,180.000 €,Braga,Braga,Sobreposta,285160035
Lote Industrial,Venda,Lote Industrial,N/D,350.000 €,Braga,Braga,Sobreposta,285160034
Prédio,Venda,Prédio,Usado,Sob Consulta,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260160044
Apartamento 2 quartos,Venda,Apartamento,Usado,Sob Consulta,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260160042
Lote Industrial,Venda,Lote Industrial,N/D,600.000 €,Braga,Braga,Adaúfe,285160030
Lote,Venda,Lote,N/D,35.000 €,Braga,Braga,Ferreiros e Gondizalves,260160027
Moradia 3 quartos,Venda,Moradia,Usado,299.000 €,Braga,Braga,Espinho,285160027
Terreno,Venda,Terreno,N/D,176.000 €,Braga,Braga,Espinho,285160022
Lote,Venda,Lote,N/D,45.000 €,Braga,Braga,Palmeira,260160020
Loja,Venda,Loja,N/D,109.000 €,Braga,Braga,Braga (São Vítor),285160019
Lote,Venda,Lote,N/D,35.000 €,Braga,Braga,Palmeira,260150443
Lote,Venda,Lote,N/D,Sob Consulta,Braga,Braga,Cabreiros e Passos (São Julião),260150441
Apartamento 2 quartos,Venda,Apartamento,Usado,Sob Consulta,Braga,Braga,Ferreiros e Gondizalves,260150439
Loteamento,Venda,Loteamento,N/D,96.000 €,Braga,Braga,"Merelim (São Paio), Panoias e Parada de Tibães",260150431
Loja,Venda,Loja,Usado,84.000 €,Braga,Braga,Merelim (São Pedro) e Frossos,260150425
Moradia em Banda 4 quartos,Venda,Moradia em Banda,Novo,195.000 €,Braga,Braga,Merelim (São Pedro) e Frossos,260150388
Terreno,Venda,Terreno,N/D,20.400 €,Braga,Braga,Mire de Tibães,260150372
Lote,Venda,Lote,N/D,61.500 €,Braga,Braga,"Merelim (São Paio), Panoias e Parada de Tibães",260150371
Apartamento 3 quartos,Venda,Apartamento,Usado,Sob Consulta,Braga,Braga,Palmeira,260150366
Apartamento 3 quartos,Venda,Apartamento,Usado,103.000 €,Braga,Braga,Palmeira,260150365
Lote,Venda,Lote,N/D,38.000 €,Braga,Braga,"Real, Dume e Semelhe",260150355
Lote,Venda,Lote,N/D,38.000 €,Braga,Braga,"Real, Dume e Semelhe",260150354
Terreno Rústico,Venda,Terreno Rústico,N/D,220.000 €,Braga,Braga,Palmeira,260150353
Apartamento 2 quartos,Venda,Apartamento,Usado,Sob Consulta,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260150311
Lote,Venda,Lote,N/D,65.000 €,Braga,Braga,"Real, Dume e Semelhe",260150304
Apartamento 2 quartos,Venda,Apartamento,Usado,Sob Consulta,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260150270
Terreno,Venda,Terreno,N/D,30.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260150263
Apartamento 1 quarto,Venda,Apartamento,Usado,Sob Consulta,Braga,Braga,Ferreiros e Gondizalves,260150256
Lote,Venda,Lote,N/D,60.000 €,Braga,Braga,Palmeira,260150248
Lote,Venda,Lote,N/D,50.000 €,Braga,Braga,Palmeira,260150247
Lote,Venda,Lote,N/D,60.000 €,Braga,Braga,Palmeira,260150246
Lote,Venda,Lote,N/D,50.000 €,Braga,Braga,Palmeira,260150245
Lote,Venda,Lote,N/D,50.000 €,Braga,Braga,Palmeira,260150244
Terreno,Venda,Terreno,N/D,Sob Consulta,Braga,Braga,Guisande e Oliveira (São Pedro),260150166
Lote,Venda,Lote,N/D,40.000 €,Braga,Braga,"Real, Dume e Semelhe",260150134
Loja,Venda,Loja,Usado,260.000 €,Braga,Braga,"Braga (Maximinos, Sé e Cividade)",260150127
Moradia 4 quartos,Venda,Moradia,Novo,Sob Consulta,Braga,Braga,Palmeira,260150120
Lote,Venda,Lote,N/D,35.000 €,Braga,Braga,"Merelim (São Paio), Panoias e Parada de Tibães",260150110
Lote,Venda,Lote,N/D,35.000 €,Braga,Braga,"Merelim (São Paio), Panoias e Parada de Tibães",260150109
